         35876769 function calls (35708270 primitive calls) in 25.571 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 necompiler.py:427(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method setFocusPolicy}
        5    0.000    0.000    0.000    0.000 enum.py:537(_generate_next_value_)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 config_init.py:322(is_terminal)
        1    0.000    0.000    0.000    0.000 _decorators.py:433(Appender)
       17    0.000    0.000    0.000    0.000 strings.py:2067(do_copy)
        1    0.000    0.000    0.000    0.000 indexing.py:95(IndexingMixin)
        1    0.000    0.000    0.000    0.000 managers.py:1837(_interleaved_dtype)
        1    0.000    0.000    0.000    0.000 format.py:389(TextAdjustment)
        6    0.000    0.000    0.000    0.000 numba_.py:17(maybe_use_numba)
        1    0.000    0.000    0.000    0.000 packager.py:115(_add_workbook)
        1    0.000    0.000    0.000    0.000 core.py:15(Core)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3590(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4288(Each)
        1    0.000    0.000    0.000    0.000 transforms.py:54(TransformNode)
        2    0.000    0.000    0.000    0.000 transforms.py:1603(__init__)
        1    0.000    0.000    0.000    0.000 core.py:218(reload_library)
        1    0.000    0.000    0.000    0.000 figure.py:486(set_tight_layout)
        1    0.000    0.000    0.000    0.000 offsetbox.py:614(DrawingArea)
       10    0.000    0.000    0.000    0.000 offsetbox.py:832(get_minimumdescent)
        4    0.000    0.000    0.000    0.000 axis.py:759(get_remove_overlapping_locs)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:865(SubplotToolQt)
        1    0.000    0.000    0.000    0.000 formsubplottool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 book.py:1183(handle_writeaccess)
        2    0.000    0.000    0.000    0.000 locale.py:462(_parse_localename)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1562(set_string_function)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        4    0.000    0.000    0.000    0.000 typing.py:814(__eq__)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 array.py:1480(_add_unary_ops)
        1    0.000    0.000    0.000    0.000 format.py:1450(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 indexers.py:210(FixedForwardWindowIndexer)
        1    0.000    0.000    0.000    0.000 engines.py:39(AbstractEngine)
        1    0.000    0.000    0.000    0.000 pytables.py:3024(SeriesFixed)
        1    0.000    0.000    0.000    0.000 workbook.py:1074(_sort_defined_names)
       19    0.000    0.000    0.000    0.000 worksheet.py:51(convert_cell_args)
        5    0.000    0.000    0.000    0.000 worksheet.py:5951(_write_col_breaks)
        1    0.000    0.000    0.000    0.000 styles.py:497(_write_cell_style_xfs)
        1    0.000    0.000    0.010    0.010 __init__.py:876(rc_params)
        4    0.000    0.000    0.000    0.000 __init__.py:1696(sanitize_sequence)
        1    0.000    0.000    0.000    0.000 deprecation.py:399(<listcomp>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:679(validate_bbox)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5130(Group)
        2    0.000    0.000    0.000    0.000 patches.py:2214(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:23(LockDraw)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _base.py:822(get_position)
       14    0.000    0.000    0.000    0.000 axis.py:359(<dictcomp>)
        4    0.000    0.000    0.000    0.000 spines.py:226(cla)
        1    0.000    0.000    0.000    0.000 Image.py:3180(Exif)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
       22    0.000    0.000    0.000    0.000 copy.py:190(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 extras.py:217(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 __init__.py:771(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:400(_ymd)
       16    0.000    0.000    0.000    0.000 extension.py:135(make_wrapped_arith_op)
        1    0.000    0.000    0.000    0.000 blocks.py:2038(DatetimeBlock)
        1    0.000    0.000    0.000    0.000 common.py:526(_BytesZipFile)
        1    0.000    0.000    0.000    0.000 ops.py:915(DataSplitter)
       11    0.000    0.000    0.000    0.000 _base.py:370(close)
        1    0.000    0.000    0.000    0.000 _json.py:170(SeriesWriter)
        1    0.000    0.000    0.000    0.000 _json.py:248(JSONTableWriter)
        5    0.000    0.000    0.000    0.000 worksheet.py:5527(_write_header_footer)
        5    0.000    0.000    0.000    0.000 format.py:687(set_valign)
        1    0.000    0.000    0.000    0.000 app.py:124(_write_titles_of_parts)
        1    0.000    0.000    0.000    0.000 contenttypes.py:169(_write_defaults)
       13    0.000    0.000    0.000    0.000 rcsetup.py:352(validate_color_or_auto)
       16    0.000    0.000    0.000    0.000 pyparsing.py:495(__getitem__)
       11    0.000    0.000    0.000    0.000 _color_data.py:31(<genexpr>)
        1    0.000    0.000    0.000    0.000 bezier.py:147(BezierSegment)
        1    0.000    0.000    0.000    0.000 figure.py:70(__init__)
        2    0.000    0.000    0.000    0.000 necompiler.py:345(getConstants)
        2    0.000    0.000    0.000    0.000 utils.py:196(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method setSpacing}
        4    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        1    0.000    0.000    0.000    0.000 hmac.py:19(HMAC)
        1    0.000    0.000    0.000    0.000 typing.py:686(_Union)
        1    0.000    0.000    0.000    0.000 calendar.py:260(TextCalendar)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 blocks.py:1967(ComplexBlock)
        1    0.000    0.000    0.000    0.000 concat.py:173(JoinUnit)
        1    0.000    0.000    0.000    0.000 format.py:403(EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 _xlrd.py:10(_XlrdReader)
        1    0.000    0.000    0.000    0.000 _json.py:202(FrameWriter)
        1    0.000    0.000    0.000    0.000 _testing.py:114(set_testing_mode)
        1    0.000    0.000    0.000    0.000 styles.py:311(_write_fills)
        1    0.000    0.000    0.000    0.000 styles.py:393(_write_borders)
        1    0.000    0.000    0.000    0.000 chart_pie.py:12(ChartPie)
        1    0.000    0.000    0.000    0.000 __init__.py:647(get_data_path)
        2    0.000    0.000    0.000    0.000 __init__.py:662(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:543(SocketIO)
        5    0.000    0.000    0.000    0.000 transforms.py:938(minposx)
        1    0.000    0.000    0.000    0.000 collections.py:1818(TriMesh)
        1    0.000    0.000    0.000    0.000 patches.py:2673(set_bounds)
        1    0.000    0.000    0.000    0.000 offsetbox.py:525(PaddedBox)
        1    0.000    0.000    0.000    0.000 legend_handler.py:553(__init__)
        2    0.000    0.000    0.000    0.000 _base.py:3050(xaxis_inverted)
        1    0.000    0.000    0.007    0.007 _base.py:3759(get_yticklabels)
       14    0.000    0.000    0.000    0.000 axis.py:381(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:57(SecondaryAxis)
        4    0.000    0.000    0.000    0.000 expressions.py:532(__init__)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
       11    0.000    0.000    0.000    0.000 fromnumeric.py:1800(_nonzero_dispatcher)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.000    0.000 core.py:1289(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tzfile.py:13(_byte_string)
        3    0.000    0.000    0.000    0.000 __init__.py:103(_import_lzma)
        1    0.000    0.000    0.000    0.000 _parser.py:574(parser)
        1    0.000    0.000    0.000    0.000 format.py:1665(Timedelta64Formatter)
        5    0.000    0.000    0.000    0.000 expr.py:108(_compose2)
        1    0.000    0.000    0.000    0.000 pytables.py:3056(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 sql.py:1648(SQLiteDatabase)
        5    0.000    0.000    0.000    0.000 worksheet.py:6244(_write_sheet_protection)
        1    0.000    0.000    0.000    0.000 packager.py:235(_write_vml_files)
        2    0.000    0.000    0.000    0.000 styles.py:328(_write_default_fill)
       10    0.000    0.000    0.000    0.000 rcsetup.py:345(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4610(NotAny)
        1    0.000    0.000    0.000    0.000 collections.py:1212(LineCollection)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2198(mpl_disconnect)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2509(notify_axes_change)
        1    0.000    0.000    0.000    0.000 figure.py:543(set_constrained_layout_pads)
        1    0.000    0.000    0.000    0.000 offsetbox.py:363(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1023(AnchoredOffsetbox)
       14    0.000    0.000    0.000    0.000 axis.py:370(<dictcomp>)
        4    0.000    0.000    0.000    0.000 axis.py:1875(_make_getset_interval)
        1    0.000    0.000    0.000    0.000 book.py:1084(handle_supbook)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.CloseKey}
        4    0.000    0.000    0.000    0.000 pathlib.py:898(__truediv__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:18(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 difflib.py:1707(HtmlDiff)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 config.py:491(deprecate_option)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
       17    0.000    0.000    0.000    0.000 strings.py:2064(copy)
        4    0.000    0.000    0.000    0.000 timedeltas.py:39(_field_accessor)
        1    0.000    0.000    0.000    0.000 numeric.py:218(IntegerIndex)
        1    0.000    0.000    0.000    0.000 _xlwt.py:7(_XlwtWriter)
        1    0.000    0.000    0.000    0.000 workbook.py:1482(_prepare_vml)
        5    0.000    0.000    0.000    0.000 worksheet.py:6334(_write_data_validations)
        1    0.000    0.000    0.000    0.000 __init__.py:603(get_cachedir)
        2    0.000    0.000    0.000    0.000 __init__.py:1320(get_backend)
        1    0.000    0.000    0.000    0.000 __init__.py:720(bubble)
        1    0.000    0.000    0.000    0.000 pyparsing.py:188(<listcomp>)
        4    0.000    0.000    0.000    0.000 docstring.py:33(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2616(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1445(Ellipse)
        1    0.000    0.000    0.000    0.000 gridspec.py:31(__init__)
        1    0.000    0.000    0.000    0.000 image.py:823(AxesImage)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3329(Show)
        1    0.000    0.000    0.000    0.000 widgets.py:61(Widget)
        4    0.000    0.000    0.000    0.000 axis.py:1026(_set_artist_props)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:641(_get_toolmanager)
        1    0.000    0.000    0.000    0.000 __init__.py:296(__Datetime)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
       15    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       16    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        3    0.000    0.000    0.000    0.000 pathlib.py:390(_wrap_binary_strfunc)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 inspect.py:2992(bind)
        1    0.000    0.000    0.000    0.000 accessor.py:213(SparseFrameAccessor)
        3    0.000    0.000    0.000    0.000 array.py:1388(_create_unary_method)
        1    0.000    0.000    0.000    0.000 accessors.py:121(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 ops.py:530(UnaryOp)
        4    0.000    0.000    0.000    0.000 _util.py:8(register_writer)
        5    0.000    0.000    0.000    0.000 excel.py:536(<listcomp>)
        1    0.000    0.000    0.000    0.000 workbook.py:1723(_write_workbook_view)
        1    0.000    0.000    0.000    0.000 custom.py:25(__init__)
        1    0.000    0.000    0.000    0.000 chart_scatter.py:12(ChartScatter)
        5    0.000    0.000    0.000    0.000 rcsetup.py:530(update_savefig_format)
        5    0.000    0.000    0.000    0.000 rcsetup.py:693(validate_sketch)
        1    0.000    0.000    0.000    0.000 pyplot.py:618(get_fignums)
        1    0.000    0.000    0.002    0.002 pyplot.py:2690(legend)
        1    0.000    0.000    0.000    0.000 colorbar.py:1560(ColorbarPatch)
        1    0.000    0.000    0.000    0.000 collections.py:1882(QuadMesh)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1613(_fix_ipython_backend2gui)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2464(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 widgets.py:1112(SubplotTool)
        1    0.000    0.000    0.000    0.000 core.py:157(iter_user_libraries)
        1    0.000    0.000    0.000    0.000 figure.py:1676(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:13(register)
        3    0.000    0.000    0.000    0.000 legend_handler.py:340(__init__)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        1    0.000    0.000    0.000    0.000 tritools.py:10(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:292(CubicTriInterpolator)
        2    0.000    0.000    0.000    0.000 _base.py:130(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:398(XTick)
       12    0.000    0.000    0.000    0.000 axis.py:1502(_update_axisinfo)
        3    0.000    0.000    0.000    0.000 axis.py:1855(get_label_position)
        1    0.000    0.000    0.000    0.000 scale.py:150(FuncScale)
        1    0.000    0.000    0.000    0.000 {built-in method setIconSize}
        1    0.000    0.000    0.000    0.000 weakref.py:73(__eq__)
        9    0.000    0.000    0.000    0.000 __future__.py:79(__init__)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:2017(_clip_dispatcher)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:452(_setdef)
        1    0.000    0.000    0.000    0.000 _datasource.py:272(DataSource)
        1    0.000    0.000    0.000    0.000 core.py:6152(mvoid)
        2    0.000    0.000    0.000    0.000 core.py:6440(__setattr__)
        2    0.000    0.000    0.000    0.000 typing.py:280(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        3    0.000    0.000    0.000    0.000 common.py:111(ensure_int_or_float)
        1    0.000    0.000    0.000    0.000 algorithms.py:1094(SelectN)
        1    0.000    0.000    0.000    0.000 inspect.py:2572(BoundArguments)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 invalid.py:3(<module>)
        6    0.000    0.000    0.000    0.000 nanops.py:85(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 core.py:28(__init__)
        1    0.000    0.000    0.000    0.000 theme.py:65(_write_theme_file)
        3    0.000    0.000    0.000    0.000 __init__.py:76(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2819(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3745(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4535(PrecededBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5085(Combine)
        3    0.000    0.000    0.000    0.000 pyparsing.py:5145(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:1538(LightSource)
        1    0.000    0.000    0.000    0.000 artist.py:1317(<listcomp>)
        1    0.000    0.000    0.000    0.000 collections.py:821(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 patches.py:610(Shadow)
        1    0.000    0.000    0.000    0.000 figure.py:108(bubble)
        2    0.000    0.000    0.000    0.000 legend_handler.py:78(adjust_drawing_area)
        1    0.000    0.000    0.000    0.000 quiver.py:920(Barbs)
        2    0.000    0.000    0.000    0.000 necompiler.py:413(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method x}
       14    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        1    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:963(expand_template)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 records.py:234(record)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        2    0.000    0.000    0.000    0.000 core.py:6541(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:206(UTC)
        1    0.000    0.000    0.000    0.000 <string>:2(AsyncContextManager)
        1    0.000    0.000    0.000    0.000 dtypes.py:311(_finalize)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 align.py:52(_filter_special_cases)
        1    0.000    0.000    0.000    0.000 parsers.py:839(TextFileReader)
        1    0.000    0.000    0.000    0.000 html.py:142(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 _json.py:820(Parser)
        1    0.000    0.000    0.000    0.000 pytables.py:2688(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:5053(Selection)
        1    0.000    0.000    0.000    0.000 sql.py:663(SQLTable)
        5    0.000    0.000    0.000    0.000 worksheet.py:5502(_write_print_options)
        1    0.000    0.000    0.000    0.000 app.py:93(_write_properties)
        1    0.000    0.000    0.000    0.000 styles.py:120(_write_style_sheet)
        1    0.000    0.000    0.000    0.000 theme.py:50(_set_xml_writer)
        1    0.000    0.000    0.000    0.000 comments.py:14(Comments)
        1    0.000    0.000    0.000    0.000 pyparsing.py:300(ParseBaseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3620(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4785(Optional)
        8    0.000    0.000    0.000    0.000 pyparsing.py:5690(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:1587(TransformWrapper)
        1    0.000    0.000    0.000    0.000 ticker.py:242(Formatter)
        1    0.000    0.000    0.000    0.000 patches.py:4326(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 blocking_input.py:100(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
        1    0.000    0.000    0.000    0.000 backend_tools.py:393(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_tools.py:842(ToolZoom)
        1    0.000    0.000    0.000    0.000 figure.py:1882(_set_artist_props)
        1    0.000    0.000    0.000    0.000 _axes.py:256(set_ylabel)
        1    0.000    0.000    0.000    0.000 axis.py:1254(<listcomp>)
       12    0.000    0.000    0.000    0.000 necompiler.py:142(typecode)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 index_tricks.py:302(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 case.py:1338(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 win.py:125(tzwinbase)
        1    0.000    0.000    0.000    0.000 dtypes.py:444(validate_ordered)
        3    0.000    0.000    0.000    0.000 _decorators.py:303(rewrite_axis_style_signature)
        1    0.000    0.000    0.000    0.000 roperator.py:4(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:595(LZMACompressor)
        1    0.000    0.000    0.000    0.000 accessors.py:279(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:7(_XlsxStyler)
        1    0.000    0.000    0.000    0.000 sharedstrings.py:28(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2082(__init__)
        5    0.000    0.000    0.000    0.000 rcsetup.py:153(validate_float_or_None)
        1    0.000    0.000    0.000    0.000 colors.py:442(Colormap)
        4    0.000    0.000    0.000    0.000 transforms.py:627(count_contains)
        1    0.000    0.000    0.000    0.000 collections.py:869(PathCollection)
        2    0.000    0.000    0.000    0.000 ticker.py:1530(view_limits)
        1    0.000    0.000    0.000    0.000 ticker.py:1613(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1572(Arc)
        1    0.000    0.000    0.000    0.000 widgets.py:509(CheckButtons)
        1    0.000    0.000    0.000    0.000 __init__.py:48(get_projection_class)
        2    0.000    0.000    0.000    0.000 container.py:92(pchanged)
        1    0.000    0.000    0.000    0.000 axis.py:1582(set_label_text)
        1    0.000    0.000    0.000    0.000 scale.py:775(<listcomp>)
        1    0.000    0.000    0.000    0.000 book.py:143(Name)
        1    0.000    0.000    0.000    0.000 necompiler.py:80(ASTNode)
        1    0.000    0.000    0.000    0.000 utils.py:65(set_vml_num_threads)
        1    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:335(__SparseArray)
        9    0.000    0.000    0.000    0.000 _globals.py:77(__repr__)
        2    0.000    0.000    0.000    0.000 datetime.py:689(__new__)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 argparse.py:1224(_ActionsContainer)
        7    0.000    0.000    0.000    0.000 config.py:792(inner)
        8    0.000    0.000    0.000    0.000 config.py:804(inner)
        1    0.000    0.000    0.001    0.001 autotimeit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocks.py:1999(DatetimeLikeBlockMixin)
        1    0.000    0.000    0.000    0.000 common.py:559(_MMapWrapper)
        1    0.000    0.000    0.000    0.000 ops.py:55(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 pytables.py:388(PyTablesExprVisitor)
        1    0.000    0.000    0.000    0.000 sharedstrings.py:68(_write_sst)
        1    0.000    0.000    0.000    0.000 app.py:118(_write_heading_pairs)
        2    0.000    0.000    0.000    0.000 core.py:71(_datetime_to_iso8601_date)
        1    0.000    0.000    0.000    0.000 core.py:84(_write_cp_core_properties)
        1    0.000    0.000    0.000    0.000 styles.py:625(_write_cell_styles)
        1    0.000    0.000    0.000    0.000 __init__.py:583(get_configdir)
        1    0.000    0.000    0.000    0.000 __init__.py:641(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2420(suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2888(Keyword)
        4    0.000    0.000    0.000    0.000 pyparsing.py:6682(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1727(Affine2DBase)
        1    0.000    0.000    0.000    0.000 ticker.py:1354(PercentFormatter)
        1    0.000    0.000    0.000    0.000 dviread.py:758(PsfontsMap)
        1    0.000    0.000    0.000    0.000 mathtext.py:2613(State)
        1    0.000    0.000    0.000    0.000 gridspec.py:306(<dictcomp>)
        4    0.000    0.000    0.000    0.000 backend_bases.py:95(register_backend)
        1    0.000    0.000    0.000    0.000 backend_tools.py:572(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 figure.py:168(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:1110(_iterinfo)
        1    0.000    0.000    0.000    0.000 legend.py:609(_set_loc)
        3    0.000    0.000    0.000    0.000 legend_handler.py:210(__init__)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _base.py:2500(_get_axis_list)
        2    0.000    0.000    0.000    0.000 _base.py:3064(get_xbound)
       16    0.000    0.000    0.000    0.000 scale.py:31(__init__)
        7    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
        3    0.000    0.000    0.000    0.000 __init__.py:476(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 pathlib.py:127(<setcomp>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 extras.py:1522(__init__)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 __init__.py:471(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:426(Formatter)
        1    0.000    0.000    0.000    0.000 utils.py:2005(suppress_warnings)
        1    0.000    0.000    0.000    0.000 __init__.py:91(is_platform_32bit)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 easter.py:5(<module>)
        1    0.000    0.000    0.000    0.000 categorical.py:2433(CategoricalAccessor)
        3    0.000    0.000    0.000    0.000 series.py:121(_coerce_method)
        1    0.000    0.000    0.000    0.000 expr.py:733(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 parsers.py:3762(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 workbook.py:1668(_write_workbook)
        1    0.000    0.000    0.000    0.000 workbook.py:1772(_write_calc_pr)
        5    0.000    0.000    0.000    0.000 worksheet.py:5428(_write_page_setup)
        5    0.000    0.000    0.000    0.000 worksheet.py:6118(_write_auto_filter)
        1    0.000    0.000    0.000    0.000 format.py:717(set_hyperlink)
        2    0.000    0.000    0.000    0.000 app.py:41(_add_heading_pair)
        6    0.000    0.000    0.000    0.000 contenttypes.py:79(_add_override)
        1    0.000    0.000    0.000    0.000 relationships.py:17(Relationships)
        1    0.000    0.000    0.000    0.000 __init__.py:655(Stack)
        6    0.000    0.000    0.000    0.000 rcsetup.py:646(validate_svg_fonttype)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3827(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5220(Suppress)
        1    0.000    0.000    0.000    0.000 colors.py:1140(SymLogNorm)
        1    0.000    0.000    0.000    0.000 collections.py:1671(EllipseCollection)
        1    0.000    0.000    0.000    0.000 text.py:1740(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 patches.py:2599(get_boxstyle)
        1    0.000    0.000    0.000    0.000 mathtext.py:269(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 gridspec.py:25(GridSpecBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:968(ToolPan)
        4    0.000    0.000    0.000    0.000 figure.py:80(<listcomp>)
        2    0.000    0.000    0.000    0.000 figure.py:1675(<genexpr>)
        1    0.000    0.000    0.000    0.000 units.py:93(ConversionInterface)
        1    0.000    0.000    0.000    0.000 streamplot.py:246(DomainMap)
        3    0.000    0.000    0.000    0.000 _base.py:576(get_window_extent)
        1    0.000    0.000    0.000    0.000 _base.py:925(_gen_axes_patch)
        1    0.000    0.000    0.001    0.001 geo.py:434(LambertAxes)
        1    0.000    0.000    0.000    0.000 sheet.py:2107(Note)
        1    0.000    0.000    0.000    0.000 ElementTree.py:542(ElementTree)
        6    0.000    0.000    0.000    0.000 necompiler.py:602(<genexpr>)
        4    0.000    0.000    0.000    0.000 expressions.py:105(allConstantNodes)
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        3    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 pathlib.py:274(_PosixFlavour)
